24.998000	9.727505e-01	-7.977123e-02	-1.455965e+01
49.998000	9.284834e-01	-2.646003e-02	-1.456869e+01
74.998000	8.851533e-01	-1.326946e-02	-1.453855e+01
99.998000	9.184944e-01	-1.898329e-02	-1.456618e+01
124.998000	9.087474e-01	-1.866291e-02	-1.455675e+01
149.998000	9.191123e-01	-1.435932e-02	-1.457142e+01
174.998000	9.135970e-01	-3.178071e-03	-1.457709e+01
199.998000	9.209773e-01	-7.889993e-03	-1.457975e+01
224.998000	9.161306e-01	-9.362845e-03	-1.457343e+01
249.998000	9.148247e-01	-6.566791e-03	-1.457492e+01
274.998000	9.141412e-01	-6.029704e-03	-1.457478e+01
299.998000	9.096007e-01	-5.571469e-03	-1.457070e+01
324.998000	9.096489e-01	-4.054379e-03	-1.457226e+01
349.998000	9.121304e-01	-4.788457e-03	-1.457401e+01
374.998000	9.076992e-01	-4.375178e-03	-1.456999e+01
399.998000	9.048501e-01	-3.730927e-03	-1.456779e+01
424.998000	9.027982e-01	-4.084690e-03	-1.456538e+01
449.998000	9.069722e-01	-5.654136e-03	-1.456798e+01
474.998000	9.087708e-01	-5.184481e-03	-1.457025e+01
499.998000	9.023456e-01	-3.627854e-03	-1.456538e+01
524.998000	9.011686e-01	-1.301671e-03	-1.456653e+01
549.998000	9.016285e-01	-2.715708e-03	-1.456558e+01
574.998000	9.044342e-01	-3.577867e-03	-1.456752e+01
599.998000	9.073001e-01	-4.374142e-03	-1.456959e+01
624.998000	9.016084e-01	-2.436173e-03	-1.456584e+01
649.998000	9.020320e-01	-2.218976e-03	-1.456648e+01
674.998000	9.031593e-01	-2.182750e-03	-1.456764e+01
699.998000	9.119833e-01	-4.565078e-03	-1.457408e+01
724.998000	9.036489e-01	-9.357506e-04	-1.456938e+01
749.998000	9.038673e-01	-6.888659e-04	-1.456984e+01
774.998000	9.065246e-01	-2.405490e-03	-1.457079e+01
799.998000	9.074216e-01	-2.262049e-03	-1.457183e+01
824.998000	9.091277e-01	-3.148680e-03	-1.457265e+01
849.998000	9.057780e-01	-9.279485e-04	-1.457152e+01
874.998000	9.086797e-01	-2.051949e-03	-1.457329e+01
899.998000	9.096622e-01	-2.218194e-03	-1.457411e+01
924.998000	9.072079e-01	-1.350094e-03	-1.457252e+01
949.998000	9.079601e-01	-1.724184e-03	-1.457290e+01
974.998000	9.068270e-01	-1.427207e-03	-1.457207e+01
999.998000	9.071942e-01	-1.762455e-03	-1.457210e+01
1024.998000	9.078394e-01	-2.534134e-03	-1.457197e+01
1049.998000	9.069665e-01	-1.955497e-03	-1.457168e+01
1074.998000	9.072309e-01	-1.804660e-03	-1.457209e+01
1099.998000	9.069801e-01	-1.130705e-03	-1.457252e+01
1124.998000	9.076584e-01	-1.376522e-03	-1.457295e+01
1149.998000	9.081728e-01	-1.503897e-03	-1.457334e+01
1174.998000	9.097059e-01	-2.262288e-03	-1.457411e+01
1199.998000	9.085947e-01	-1.141857e-03	-1.457412e+01
1224.998000	9.099687e-01	-1.746274e-03	-1.457489e+01
1249.998000	9.088004e-01	-1.830285e-03	-1.457364e+01
1274.998000	9.076730e-01	-8.008138e-04	-1.457354e+01
1299.998000	9.074268e-01	-1.322219e-03	-1.457277e+01
1324.998000	9.079472e-01	-1.397215e-03	-1.457322e+01
1349.998000	9.093167e-01	-2.074052e-03	-1.457391e+01
1374.998000	9.063480e-01	-6.120548e-04	-1.457240e+01
1399.998000	9.060290e-01	-1.120568e-03	-1.457157e+01
1424.998000	9.064797e-01	-1.071287e-03	-1.457207e+01
1449.998000	9.061551e-01	-4.931925e-04	-1.457233e+01
1474.998000	9.070959e-01	-9.425616e-04	-1.457282e+01
1499.998000	9.067648e-01	-1.372405e-03	-1.457206e+01
1524.998000	9.071319e-01	-1.449349e-03	-1.457235e+01
1549.998000	9.058565e-01	-1.067596e-03	-1.457146e+01
1574.998000	9.061282e-01	-1.073293e-03	-1.457172e+01
1599.998000	9.074845e-01	-1.584911e-03	-1.457257e+01
1624.998000	9.088945e-01	-1.933409e-03	-1.457363e+01
1649.998000	9.048926e-01	-1.064260e-03	-1.457049e+01
1674.998000	9.053796e-01	-1.116173e-03	-1.457093e+01
1699.998000	9.060943e-01	-1.246515e-03	-1.457151e+01
1724.998000	9.056915e-01	-1.009496e-03	-1.457135e+01
1749.998000	9.057484e-01	-8.535718e-04	-1.457156e+01
1774.998000	9.053464e-01	-1.026803e-03	-1.457099e+01
1799.998000	9.056162e-01	-9.849109e-04	-1.457130e+01
1824.998000	9.058571e-01	-9.882185e-04	-1.457154e+01
1849.998000	9.061381e-01	-9.944891e-04	-1.457181e+01
1874.998000	9.064343e-01	-1.067418e-03	-1.457203e+01
1899.998000	9.067913e-01	-8.617973e-04	-1.457260e+01
1924.998000	9.071012e-01	-8.154462e-04	-1.457295e+01
1949.998000	9.072978e-01	-9.517997e-04	-1.457301e+01
1974.998000	9.070890e-01	-9.812276e-04	-1.457277e+01
1999.998000	9.077566e-01	-1.483994e-03	-1.457294e+01
2024.998000	9.072921e-01	-1.016710e-03	-1.457294e+01
2049.998000	9.064140e-01	-8.563304e-04	-1.457222e+01
2074.998000	9.074671e-01	-1.362630e-03	-1.457277e+01
2099.998000	9.065910e-01	-5.541859e-04	-1.457270e+01
2124.998000	9.075545e-01	-1.110533e-03	-1.457311e+01
2149.998000	9.071435e-01	-8.751358e-04	-1.457293e+01
2174.998000	9.056718e-01	-5.968056e-04	-1.457174e+01
2199.998000	9.061762e-01	-8.303872e-04	-1.457201e+01
2224.998000	9.059256e-01	-6.024067e-04	-1.457199e+01
2249.998000	9.057633e-01	-7.872790e-04	-1.457164e+01
2274.998000	9.063010e-01	-1.095351e-03	-1.457187e+01
2299.998000	9.068018e-01	-1.039659e-03	-1.457243e+01
2324.998000	9.073230e-01	-1.174043e-03	-1.457282e+01
2349.998000	9.064322e-01	-1.020232e-03	-1.457208e+01
2374.998000	9.058833e-01	-6.696968e-04	-1.457188e+01
2399.998000	9.071414e-01	-1.088838e-03	-1.457272e+01
2424.998000	9.064158e-01	-7.225667e-04	-1.457236e+01
2449.998000	9.065815e-01	-5.877725e-04	-1.457266e+01
2474.998000	9.059934e-01	-6.621641e-04	-1.457200e+01
2499.998000	9.067115e-01	-9.160935e-04	-1.457246e+01
2524.998000	9.062812e-01	-8.960195e-04	-1.457205e+01
2549.998000	9.061782e-01	-7.933362e-04	-1.457205e+01
2574.998000	9.060647e-01	-9.097290e-04	-1.457182e+01
2599.998000	9.056156e-01	-6.033718e-04	-1.457168e+01
2624.998000	9.050344e-01	-4.447613e-04	-1.457126e+01
2649.998000	9.054573e-01	-6.805163e-04	-1.457144e+01
2674.998000	9.055723e-01	-6.107121e-04	-1.457163e+01
2699.998000	9.058821e-01	-6.382887e-04	-1.457191e+01
2724.998000	9.058010e-01	-3.907716e-04	-1.457208e+01
2749.998000	9.059196e-01	-5.696000e-04	-1.457202e+01
2774.998000	9.065621e-01	-7.452635e-04	-1.457248e+01
2799.998000	9.065713e-01	-6.645924e-04	-1.457257e+01
2824.998000	9.060074e-01	-4.690763e-04	-1.457220e+01
2849.998000	9.061474e-01	-5.155553e-04	-1.457230e+01
2874.998000	9.067106e-01	-7.883760e-04	-1.457259e+01
2899.998000	9.072221e-01	-9.296028e-04	-1.457296e+01
2924.998000	9.059919e-01	-3.755794e-04	-1.457228e+01
2949.998000	9.064630e-01	-6.543148e-04	-1.457248e+01
2974.998000	9.063792e-01	-3.839152e-04	-1.457266e+01
2999.998000	9.065954e-01	-5.086290e-04	-1.457275e+01
3024.998000	9.065278e-01	-3.312589e-04	-1.457286e+01
3049.998000	9.073413e-01	-8.175413e-04	-1.457319e+01
3074.998000	9.073483e-01	-6.886218e-04	-1.457333e+01
3099.998000	9.077489e-01	-7.652523e-04	-1.457365e+01
3124.998000	9.074812e-01	-5.777239e-04	-1.457357e+01
3149.998000	9.077188e-01	-6.273759e-04	-1.457376e+01
3174.998000	9.076580e-01	-4.936141e-04	-1.457383e+01
3199.998000	9.077966e-01	-4.876382e-04	-1.457398e+01
3224.998000	9.083533e-01	-7.225242e-04	-1.457430e+01
3249.998000	9.075306e-01	-4.633181e-04	-1.457373e+01
3274.998000	9.076056e-01	-3.922589e-04	-1.457388e+01
3299.998000	9.077795e-01	-3.538892e-04	-1.457409e+01
3324.998000	9.080291e-01	-4.735708e-04	-1.457422e+01
3349.998000	9.088217e-01	-8.860228e-04	-1.457460e+01
3374.998000	9.083301e-01	-6.930020e-04	-1.457430e+01
3399.998000	9.081113e-01	-6.854522e-04	-1.457409e+01
3424.998000	9.076040e-01	-6.090396e-04	-1.457366e+01
3449.998000	9.081215e-01	-4.299082e-04	-1.457436e+01
3474.998000	9.076499e-01	-4.219231e-04	-1.457389e+01
3499.998000	9.078418e-01	-5.072675e-04	-1.457400e+01
3524.998000	9.075396e-01	-5.488288e-04	-1.457366e+01
3549.998000	9.071575e-01	-5.218640e-04	-1.457330e+01
3574.998000	9.069162e-01	-2.713063e-04	-1.457331e+01
3599.998000	9.075708e-01	-6.174527e-04	-1.457362e+01
3624.998000	9.069971e-01	-3.264315e-04	-1.457334e+01
3649.998000	9.074808e-01	-6.529754e-04	-1.457349e+01
3674.998000	9.074306e-01	-5.002311e-04	-1.457360e+01
3699.998000	9.070046e-01	-4.645159e-04	-1.457321e+01
3724.998000	9.072868e-01	-6.093891e-04	-1.457334e+01
3749.998000	9.072471e-01	-4.359032e-04	-1.457348e+01
3774.998000	9.067770e-01	-3.747464e-04	-1.457307e+01
3799.998000	9.069012e-01	-4.274117e-04	-1.457314e+01
3824.998000	9.069997e-01	-3.661446e-04	-1.457330e+01
3849.998000	9.071793e-01	-3.852678e-04	-1.457346e+01
3874.998000	9.074846e-01	-5.420827e-04	-1.457361e+01
3899.998000	9.076873e-01	-5.202274e-04	-1.457383e+01
3924.998000	9.078599e-01	-5.955871e-04	-1.457393e+01
3949.998000	9.078276e-01	-5.305863e-04	-1.457396e+01
3974.998000	9.074586e-01	-4.754376e-04	-1.457365e+01
3999.998000	9.073780e-01	-3.525138e-04	-1.457369e+01
4024.998000	9.072458e-01	-1.556039e-04	-1.457376e+01
4049.998000	9.071008e-01	-2.871511e-04	-1.457348e+01
4074.998000	9.071409e-01	-3.492653e-04	-1.457346e+01
4099.998000	9.069278e-01	-3.559089e-04	-1.457324e+01
4124.998000	9.070611e-01	-3.694650e-04	-1.457336e+01
4149.998000	9.073121e-01	-4.741060e-04	-1.457350e+01
4174.998000	9.073011e-01	-3.674134e-04	-1.457360e+01
4199.998000	9.078603e-01	-6.427165e-04	-1.457388e+01
4224.998000	9.076451e-01	-5.488265e-04	-1.457376e+01
