   0.00000000       1.00000000    
   6.28318544E-03  0.999980271    
   1.25663709E-02  0.999921024    
   1.88495554E-02  0.999822378    
   2.51327418E-02  0.999684215    
   3.14159282E-02  0.999506533    
   3.76991108E-02  0.999289453    
   4.39822972E-02  0.999032915    
   5.02654836E-02  0.998736978    
   5.65486699E-02  0.998401523    
   6.28318563E-02  0.998026729    
   6.91150427E-02  0.997612476    
   7.53982216E-02  0.997158885    
   8.16814080E-02  0.996665955    
   8.79645944E-02  0.996133626    
   9.42477807E-02  0.995561957    
  0.100530967      0.994951010    
  0.106814153      0.994300783    
  0.113097340      0.993611336    
  0.119380526      0.992882609    
  0.125663713      0.992114723    
  0.131946892      0.991307616    
  0.138230085      0.990461409    
  0.144513264      0.989576101    
  0.150796443      0.988651752    
  0.157079637      0.987688363    
  0.163362816      0.986685932    
  0.169646010      0.985644579    
  0.175929189      0.984564364    
  0.182212383      0.983445227    
  0.188495561      0.982287228    
  0.194778755      0.981090486    
  0.201061934      0.979855061    
  0.207345113      0.978580892    
  0.213628307      0.977268100    
  0.219911486      0.975916743    
  0.226194680      0.974526882    
  0.232477859      0.973098516    
  0.238761052      0.971631706    
  0.245044231      0.970126569    
  0.251327425      0.968583167    
  0.257610589      0.967001498    
  0.263893783      0.965381622    
  0.270176977      0.963723660    
  0.276460171      0.962027669    
  0.282743335      0.960293710    
  0.289026529      0.958521783    
  0.295309722      0.956712067    
  0.301592886      0.954864562    
  0.307876080      0.952979326    
  0.314159274      0.951056540    
  0.320442468      0.949096143    
  0.326725632      0.947098315    
  0.333008826      0.945063055    
  0.339292020      0.942990541    
  0.345575213      0.940880775    
  0.351858377      0.938733876    
  0.358141571      0.936549902    
  0.364424765      0.934328914    
  0.370707929      0.932071090    
  0.376991123      0.929776490    
  0.383274317      0.927445173    
  0.389557511      0.925077200    
  0.395840675      0.922672749    
  0.402123868      0.920231819    
  0.408407062      0.917754591    
  0.414690226      0.915241182    
  0.420973420      0.912691593    
  0.427256614      0.910105944    
  0.433539808      0.907484412    
  0.439822972      0.904827058    
  0.446106166      0.902133942    
  0.452389359      0.899405241    
  0.458672523      0.896641016    
  0.464955717      0.893841445    
  0.471238911      0.891006529    
  0.477522105      0.888136446    
  0.483805269      0.885231316    
  0.490088463      0.882291198    
  0.496371657      0.879316330    
  0.502654850      0.876306653    
  0.508938015      0.873262465    
  0.515221179      0.870183766    
  0.521504402      0.867070675    
  0.527787566      0.863923430    
  0.534070790      0.860742033    
  0.540353954      0.857526660    
  0.546637118      0.854277432    
  0.552920341      0.850994468    
  0.559203506      0.847677946    
  0.565486670      0.844327927    
  0.571769893      0.840944588    
  0.578053057      0.837528050    
  0.584336221      0.834078431    
  0.590619445      0.830595911    
  0.596902609      0.827080548    
  0.603185773      0.823532581    
  0.609468997      0.819952071    
  0.615752161      0.816339254    
  0.622035384      0.812694132    
  0.628318548      0.809017003    
  0.634601712      0.805307865    
  0.640884936      0.801566958    
  0.647168100      0.797794461    
  0.653451264      0.793990433    
  0.659734488      0.790154994    
  0.666017652      0.786288440    
  0.672300816      0.782390833    
  0.678584039      0.778462291    
  0.684867203      0.774503052    
  0.691150427      0.770513237    
  0.697433591      0.766493022    
  0.703716755      0.762442529    
  0.709999979      0.758361876    
  0.716283143      0.754251361    
  0.722566307      0.750111043    
  0.728849530      0.745941103    
  0.735132694      0.741741776    
  0.741415858      0.737513125    
  0.747699082      0.733255327    
  0.753982246      0.728968620    
  0.760265410      0.724653125    
  0.766548634      0.720309019    
  0.772831798      0.715936482    
  0.779115021      0.711535633    
  0.785398185      0.707106769    
  0.791681349      0.702649951    
  0.797964573      0.698165417    
  0.804247737      0.693653286    
  0.810530901      0.689113796    
  0.816814125      0.684547067    
  0.823097289      0.679953396    
  0.829380453      0.675332785    
  0.835663676      0.670685530    
  0.841946840      0.666011870    
  0.848230064      0.661311805    
  0.854513228      0.656585753    
  0.860796392      0.651833713    
  0.867079616      0.647055924    
  0.873362780      0.642252624    
  0.879645944      0.637423992    
  0.885929167      0.632570148    
  0.892212331      0.627691329    
  0.898495495      0.622787774    
