0.000000,0.031000
0.004000,0.021173
0.008000,0.014464
0.012000,0.009883
0.016000,0.006754
0.020000,0.004618
0.024000,0.003158
0.028000,0.002160
0.032000,0.001478
0.036000,0.001011
0.040000,0.000691
0.044000,0.000472
0.048000,0.000322
0.052000,0.000218
0.056000,0.000146
0.060000,0.000096
0.064000,0.000061
0.068000,0.000037
0.072000,0.000019
0.076000,0.000005
0.080000,-0.000004
0.084000,-0.000012
0.088000,-0.000018
0.092000,-0.000023
0.096000,-0.000028
0.100000,-0.000032
0.104000,-0.000035
0.108000,-0.000039
0.112000,-0.000042
0.116000,-0.000045
0.120000,-0.000048
0.124000,-0.000051
0.128000,-0.000054
0.132000,-0.000057
0.136000,-0.000060
0.140000,-0.000063
0.144000,-0.000066
0.148000,-0.000069
0.152000,-0.000072
0.156000,-0.000075
0.160000,-0.000078
0.164000,-0.000081
0.168000,-0.000084
0.172000,-0.000087
0.176000,-0.000090
0.180000,-0.000093
0.184000,-0.000096
0.188000,-0.000098
0.192000,-0.000101
0.196000,-0.000104
0.200000,-0.000107
0.204000,-0.000110
0.208000,-0.000113
0.212000,-0.000116
0.216000,-0.000119
0.220000,-0.000122
0.224000,-0.000125
0.228000,-0.000128
0.232000,-0.000131
0.236000,-0.000134
0.240000,-0.000137
0.244000,-0.000140
0.248000,-0.000143
0.252000,-0.000146
0.256000,-0.000149
0.260000,-0.000152
0.264000,-0.000154
0.268000,-0.000157
0.272000,-0.000160
0.276000,-0.000163
0.280000,-0.000166
0.284000,-0.000169
0.288000,-0.000172
0.292000,-0.000175
0.296000,-0.000178
0.300000,-0.000181
0.304000,-0.000184
0.308000,-0.000187
0.312000,-0.000190
0.316000,-0.000193
0.320000,-0.000196
0.324000,-0.000199
0.328000,-0.000202
0.332000,-0.000205
0.336000,-0.000208
0.340000,-0.000211
0.344000,-0.000214
0.348000,-0.000217
0.352000,-0.000220
0.356000,-0.000223
0.360000,-0.000226
0.364000,-0.000229
0.368000,-0.000232
0.372000,-0.000235
0.376000,-0.000238
0.380000,-0.000240
0.384000,-0.000243
0.388000,-0.000246
0.392000,-0.000249
0.396000,-0.000252
0.400000,-0.000255
0.404000,-0.000258
0.408000,-0.000261
0.412000,-0.000264
0.416000,-0.000267
0.420000,-0.000270
0.424000,-0.000273
0.428000,-0.000276
0.432000,-0.000279
0.436000,-0.000282
0.440000,-0.000285
0.444000,-0.000288
0.448000,-0.000291
0.452000,-0.000294
0.456000,-0.000297
0.460000,-0.000300
0.464000,-0.000303
0.468000,-0.000306
0.472000,-0.000309
0.476000,-0.000312
0.480000,-0.000315
0.484000,-0.000318
0.488000,-0.000321
0.492000,-0.000324
0.496000,-0.000327
0.500000,-0.000330
0.504000,-0.000333
0.508000,-0.000336
0.512000,-0.000339
0.516000,-0.000342
0.520000,-0.000345
0.524000,-0.000348
0.528000,-0.000351
0.532000,-0.000354
0.536000,-0.000357
0.540000,-0.000360
0.544000,-0.000363
0.548000,-0.000366
0.552000,-0.000369
0.556000,-0.000372
0.560000,-0.000375
0.564000,-0.000378
0.568000,-0.000381
0.572000,-0.000384
0.576000,-0.000387
0.580000,-0.000390
0.584000,-0.000393
0.588000,-0.000396
0.592000,-0.000399
0.596000,-0.000403
0.600000,-0.000406
0.604000,-0.000409
0.608000,-0.000412
0.612000,-0.000415
0.616000,-0.000418
0.620000,-0.000421
0.624000,-0.000424
0.628000,-0.000427
0.632000,-0.000430
0.636000,-0.000433
0.640000,-0.000436
0.644000,-0.000439
0.648000,-0.000442
0.652000,-0.000445
0.656000,-0.000448
0.660000,-0.000451
0.664000,-0.000454
0.668000,-0.000457
0.672000,-0.000460
0.676000,-0.000463
0.680000,-0.000466
0.684000,-0.000469
0.688000,-0.000472
0.692000,-0.000475
0.696000,-0.000478
0.700000,-0.000481
0.704000,-0.000484
0.708000,-0.000487
0.712000,-0.000491
0.716000,-0.000494
0.720000,-0.000497
0.724000,-0.000500
0.728000,-0.000503
0.732000,-0.000506
